FirstImage,SecondImage,NonZeroR,NonZeroG,NonZeroB,Matches0.5,Matches0.6,Matches0.7,Matches0.8,Matches0.9,Matches1.0,Matches
dubstep/Wonder,eletronic/Kuzinmuzin,269963,262614,272569,0,1,2,14,91,388,422
dubstep/Wonder,eletronic/The.madpix.project,278946,269794,282308,0,0,2,24,106,386,422
dubstep/Day,hiphop/02,281717,272402,282720,0,1,8,23,80,390,431
dubstep/Day,hiphop/111111111,262449,258332,263660,0,0,0,12,79,392,431
dubstep/Day,hiphop/ak,252330,248169,252727,0,0,2,7,64,384,431
dubstep/Day,hiphop/Childhood,255237,250843,255975,0,0,3,10,79,382,431
dubstep/Day,hiphop/Dont,276285,266667,277149,0,3,7,20,109,391,431
dubstep/Day,hiphop/Jumped,263615,257520,264992,0,0,1,8,69,386,431
dubstep/Day,hiphop/SWEET,266163,257862,266916,0,0,3,22,128,395,431
dubstep/Departure,hiphop/02,282439,274487,283939,0,0,1,10,73,402,454
dubstep/Departure,hiphop/111111111,267682,264656,269355,0,0,3,10,77,405,454
dubstep/Departure,hiphop/ak,261265,257975,261791,0,0,0,6,60,406,454
dubstep/Departure,hiphop/Childhood,265145,261694,265978,0,0,0,12,77,415,454
dubstep/Departure,hiphop/Dont,279226,270034,280328,0,0,1,17,85,415,454
dubstep/Departure,hiphop/Jumped,267351,262540,268944,0,0,1,9,82,421,454
dubstep/Departure,hiphop/SWEET,274007,266901,274960,0,0,3,19,97,410,454
dubstep/Elektrobeat,hiphop/02,283103,274325,283933,0,3,8,29,104,397,434
dubstep/Elektrobeat,hiphop/111111111,267769,262704,268531,0,1,5,31,127,413,434
dubstep/Elektrobeat,hiphop/ak,258719,254547,258989,0,0,0,6,73,391,434
dubstep/Elektrobeat,hiphop/Childhood,263233,258904,263705,0,1,2,16,88,392,434
dubstep/Elektrobeat,hiphop/Dont,280149,269753,280796,0,2,12,38,139,392,434
dubstep/Elektrobeat,hiphop/Jumped,267398,261141,268665,0,0,3,13,82,385,434
dubstep/Elektrobeat,hiphop/SWEET,271625,263386,272367,0,1,5,32,137,399,434
dubstep/Extreme,hiphop/02,274512,265781,275589,1,2,18,44,142,438,469
dubstep/Extreme,hiphop/111111111,256367,251651,257456,0,0,1,14,93,419,469
dubstep/Extreme,hiphop/ak,243633,239544,244101,1,1,2,11,86,408,469
dubstep/Extreme,hiphop/Childhood,246960,242506,247537,0,0,3,24,109,430,469
dubstep/Extreme,hiphop/Dont,276831,267669,277619,0,1,7,25,119,430,469
dubstep/Extreme,hiphop/Jumped,255104,248762,256498,0,1,4,24,111,425,469
dubstep/Extreme,hiphop/SWEET,261217,253700,262025,0,3,8,28,135,437,469
dubstep/Feeling,hiphop/02,267347,259194,268151,0,1,5,15,75,385,434
dubstep/Feeling,hiphop/111111111,235499,230573,236194,0,0,2,20,88,397,434
dubstep/Feeling,hiphop/ak,212796,207828,213175,0,0,0,14,64,395,434
dubstep/Feeling,hiphop/Childhood,222274,217401,222735,0,1,3,13,98,399,434
dubstep/Feeling,hiphop/Dont,263235,253840,263814,0,0,0,15,91,396,434
dubstep/Feeling,hiphop/Jumped,235869,229327,236737,0,0,4,11,74,402,434
dubstep/Feeling,hiphop/SWEET,245097,235965,245667,0,1,8,25,114,394,434
dubstep/Get,hiphop/02,281487,266140,282445,0,1,2,21,95,373,414
dubstep/Get,hiphop/111111111,264839,257181,265654,0,0,1,9,66,373,414
dubstep/Get,hiphop/ak,254115,247406,254451,0,0,0,4,57,369,414
dubstep/Get,hiphop/Childhood,260353,253484,260835,0,0,0,15,84,377,414
dubstep/Get,hiphop/Dont,279570,263196,280326,0,0,7,28,100,379,414
dubstep/Get,hiphop/Jumped,262956,252035,264304,0,0,4,18,81,390,414
dubstep/Get,hiphop/SWEET,274050,260982,274824,0,0,2,19,95,368,414
dubstep/Speaker,hiphop/02,271149,262383,272331,0,2,6,18,85,369,414
dubstep/Speaker,hiphop/111111111,247832,243075,248994,0,1,4,13,80,373,414
dubstep/Speaker,hiphop/ak,233577,228286,233989,0,0,3,12,54,374,414
dubstep/Speaker,hiphop/Childhood,237228,232092,237887,0,0,4,19,89,382,414
dubstep/Speaker,hiphop/Dont,269642,260321,270462,0,1,4,21,100,380,414
dubstep/Speaker,hiphop/Jumped,249861,243458,251458,0,0,1,14,86,385,414
dubstep/Speaker,hiphop/SWEET,250911,242301,251902,0,0,1,12,85,381,414
dubstep/Sucker,hiphop/02,284949,275895,286147,0,1,2,15,79,386,434
dubstep/Sucker,hiphop/111111111,267342,263010,268550,0,0,2,8,62,389,434
dubstep/Sucker,hiphop/ak,260108,256358,260461,0,0,1,9,52,385,434
dubstep/Sucker,hiphop/Childhood,263030,259053,263602,0,1,3,10,63,393,434
dubstep/Sucker,hiphop/Dont,280418,270281,281345,0,0,5,17,81,395,434
dubstep/Sucker,hiphop/Jumped,270751,265313,272221,0,0,3,16,80,400,434
dubstep/Sucker,hiphop/SWEET,267290,258948,268285,0,0,3,12,89,398,434
dubstep/Wonder,hiphop/02,282320,273953,283835,0,2,2,10,87,378,422
dubstep/Wonder,hiphop/111111111,269485,265653,271088,0,2,4,8,68,383,422
dubstep/Wonder,hiphop/ak,263507,260234,263977,0,0,0,6,52,381,422
dubstep/Wonder,hiphop/Childhood,264573,261209,265581,0,0,0,11,93,376,422
dubstep/Wonder,hiphop/Dont,279498,269806,280517,0,3,8,31,119,383,422
dubstep/Wonder,hiphop/Jumped,271757,266436,273414,0,0,1,8,76,383,422
dubstep/Wonder,hiphop/SWEET,268330,260647,269303,0,0,1,17,97,390,422
dubstep/Day,jazz/A,287220,272796,288956,0,0,1,10,60,376,431
dubstep/Day,jazz/Bandoneon,252622,249246,253360,1,3,5,12,78,378,431
dubstep/Day,jazz/Birdman,253517,247221,254058,1,1,8,27,101,399,431
dubstep/Day,jazz/Chinese,256739,254025,258986,0,0,1,13,89,386,431
dubstep/Day,jazz/Colonially,266359,257571,268359,0,1,4,19,90,392,431
dubstep/Day,jazz/Michael,265153,254776,266999,0,0,2,16,98,404,431
dubstep/Day,jazz/Nadejda,256936,252803,257925,0,1,1,26,103,397,431
dubstep/Day,jazz/The,261071,255291,262045,0,1,5,29,110,402,431
dubstep/Day,jazz/zero-project,265601,258997,268067,0,0,2,10,89,392,431
dubstep/Departure,jazz/A,283671,270576,285955,0,0,0,6,57,411,454
dubstep/Departure,jazz/Bandoneon,261277,258985,262042,0,0,1,5,70,401,454
dubstep/Departure,jazz/Birdman,264272,259225,264794,0,0,2,19,96,405,454
dubstep/Departure,jazz/Chinese,259025,256759,261770,0,1,3,11,86,407,454
dubstep/Departure,jazz/Colonially,270184,262243,272869,0,0,1,9,57,406,454
dubstep/Departure,jazz/Michael,269312,260517,271531,0,0,2,20,92,420,454
dubstep/Departure,jazz/Nadejda,260479,257602,261659,0,0,3,10,93,409,454
dubstep/Departure,jazz/The,268907,264520,270145,0,1,4,24,101,410,454
dubstep/Departure,jazz/zero-project,262051,256846,265386,0,0,3,10,70,409,454
dubstep/Elektrobeat,jazz/A,284793,268996,285960,0,0,4,21,85,376,434
dubstep/Elektrobeat,jazz/Bandoneon,256362,252528,256987,0,1,3,7,63,391,434
dubstep/Elektrobeat,jazz/Birdman,261803,255930,262384,0,0,3,18,103,395,434
dubstep/Elektrobeat,jazz/Chinese,259916,255786,260938,0,0,1,12,64,394,434
dubstep/Elektrobeat,jazz/Colonially,272314,263102,273760,0,0,7,16,89,384,434
dubstep/Elektrobeat,jazz/Michael,268735,258982,270161,0,0,7,23,111,412,434
dubstep/Elektrobeat,jazz/Nadejda,259742,255372,260394,0,0,13,48,150,394,434
dubstep/Elektrobeat,jazz/The,264194,258289,264999,2,4,18,53,150,412,434
dubstep/Elektrobeat,jazz/zero-project,265307,258304,266904,0,0,3,13,63,390,434
dubstep/Extreme,jazz/A,283062,268223,284442,0,0,0,8,68,432,469
dubstep/Extreme,jazz/Bandoneon,241739,238173,242413,0,0,4,29,111,430,469
dubstep/Extreme,jazz/Birdman,246013,240273,246615,0,1,9,47,141,433,469
dubstep/Extreme,jazz/Chinese,245260,240760,246563,0,0,5,33,102,436,469
dubstep/Extreme,jazz/Colonially,261168,252316,263014,0,3,4,40,143,434,469
dubstep/Extreme,jazz/Michael,256518,246623,258150,0,0,11,41,151,422,469
dubstep/Extreme,jazz/Nadejda,242085,237272,242846,0,1,7,39,127,432,469
dubstep/Extreme,jazz/The,249807,244117,250835,0,1,3,29,127,424,469
dubstep/Extreme,jazz/zero-project,254264,247317,256226,0,0,2,21,112,438,469
dubstep/Feeling,jazz/A,281430,266805,282458,0,0,0,10,64,386,434
dubstep/Feeling,jazz/Bandoneon,211006,206175,211529,0,0,2,11,65,390,434
dubstep/Feeling,jazz/Birdman,221578,214825,221939,0,0,4,21,116,398,434
dubstep/Feeling,jazz/Chinese,220855,216095,222009,0,0,2,15,76,402,434
dubstep/Feeling,jazz/Colonially,248849,239283,250317,0,0,0,13,78,389,434
dubstep/Feeling,jazz/Michael,243841,232601,245029,0,1,11,26,93,393,434
dubstep/Feeling,jazz/Nadejda,218637,213167,219219,0,0,2,9,79,394,434
dubstep/Feeling,jazz/The,229077,222453,229763,0,2,5,23,97,396,434
dubstep/Feeling,jazz/zero-project,237007,229321,238667,0,0,0,7,78,398,434
dubstep/Get,jazz/A,285788,260961,287242,0,0,2,10,69,375,414
dubstep/Get,jazz/Bandoneon,254500,248492,255237,0,0,4,16,71,370,414
dubstep/Get,jazz/Birdman,262534,253264,263141,0,0,3,18,101,372,414
dubstep/Get,jazz/Chinese,255824,248652,257102,0,0,1,8,85,369,414
dubstep/Get,jazz/Colonially,270778,254546,272516,0,0,0,9,75,379,414
dubstep/Get,jazz/Michael,273094,256277,274690,0,0,1,14,89,375,414
dubstep/Get,jazz/Nadejda,255328,248114,256160,0,0,6,18,100,389,414
dubstep/Get,jazz/The,266374,256447,267230,0,1,2,17,91,385,414
dubstep/Get,jazz/zero-project,257567,244481,259407,0,0,1,10,73,391,414
dubstep/Speaker,jazz/A,282165,267633,283979,0,0,0,8,48,366,414
dubstep/Speaker,jazz/Bandoneon,230462,225955,231447,0,0,1,8,65,376,414
dubstep/Speaker,jazz/Birdman,236364,230104,237238,0,0,2,12,94,368,414
dubstep/Speaker,jazz/Chinese,238214,233645,239954,0,0,1,12,78,374,414
dubstep/Speaker,jazz/Colonially,257087,248019,259307,0,0,2,10,64,364,414
dubstep/Speaker,jazz/Michael,249055,238244,251138,0,0,4,10,101,381,414
dubstep/Speaker,jazz/Nadejda,235883,230774,236923,0,1,6,30,103,376,414
dubstep/Speaker,jazz/The,239719,233257,240913,0,0,2,14,105,387,414
dubstep/Speaker,jazz/zero-project,252289,246010,254772,0,0,0,7,75,372,414
dubstep/Sucker,jazz/A,288341,273411,290054,0,0,0,9,65,379,434
dubstep/Sucker,jazz/Bandoneon,259337,256482,259923,0,0,0,6,55,377,434
dubstep/Sucker,jazz/Birdman,261686,255638,262149,0,2,9,26,108,383,434
dubstep/Sucker,jazz/Chinese,263397,260052,264893,0,0,1,14,68,401,434
dubstep/Sucker,jazz/Colonially,273215,264268,275274,0,1,2,11,70,384,434
dubstep/Sucker,jazz/Michael,267104,257039,268932,0,0,2,12,71,402,434
dubstep/Sucker,jazz/Nadejda,262696,258851,263544,0,0,2,12,80,391,434
dubstep/Sucker,jazz/The,266032,260647,266999,0,0,2,19,89,385,434
dubstep/Sucker,jazz/zero-project,270647,264882,273047,0,0,0,8,63,397,434
dubstep/Wonder,jazz/A,285953,271461,288117,0,0,3,11,66,359,422
dubstep/Wonder,jazz/Bandoneon,261183,258483,262011,0,0,0,5,67,389,422
dubstep/Wonder,jazz/Birdman,263730,258738,264298,0,0,3,12,99,394,422
dubstep/Wonder,jazz/Chinese,263443,261222,266085,0,0,0,9,61,381,422
dubstep/Wonder,jazz/Colonially,270862,262972,273275,0,0,0,12,62,378,422
dubstep/Wonder,jazz/Michael,267204,258372,269447,0,1,3,16,90,377,422
dubstep/Wonder,jazz/Nadejda,263559,260165,264662,0,0,6,16,98,386,422
dubstep/Wonder,jazz/The,267537,263070,268712,0,0,2,21,102,394,422
dubstep/Wonder,jazz/zero-project,269183,265049,272311,0,0,0,4,57,388,422
dubstep/Day,pop/Day,0,0,0,431,431,431,431,431,431,431
dubstep/Day,pop/Don't,266045,258229,269041,0,2,7,32,118,385,431
dubstep/Day,pop/For,275042,265792,277416,0,0,4,23,91,391,431
dubstep/Day,pop/I,258648,251311,260368,0,0,6,28,122,398,431
dubstep/Day,pop/i,289478,280632,292027,0,0,2,23,92,389,431
dubstep/Day,pop/Let's,250425,246805,252799,0,1,6,24,101,388,431
dubstep/Day,pop/Set,266799,259057,270403,0,0,3,23,101,391,431
dubstep/Day,pop/The,246323,240471,247405,0,0,3,32,124,392,431
dubstep/Day,pop/We'll,281322,266758,281796,0,1,8,31,118,393,431
dubstep/Departure,pop/Day,278956,273536,281887,1,1,5,11,89,418,454
dubstep/Departure,pop/Don't,275406,269040,278965,0,0,3,10,79,415,454
dubstep/Departure,pop/For,270980,262349,273927,0,0,1,17,86,412,454
dubstep/Departure,pop/I,265315,258492,267240,0,0,0,14,87,416,454
dubstep/Departure,pop/i,286314,278143,289697,0,0,2,16,92,414,454
dubstep/Departure,pop/Let's,257875,255448,261303,0,0,1,13,73,414,454
dubstep/Departure,pop/Set,272046,265778,276843,1,1,5,7,85,407,454
dubstep/Departure,pop/The,262087,257972,263403,0,0,3,21,97,428,454
dubstep/Departure,pop/We'll,281503,269038,282292,0,0,1,22,93,409,454
dubstep/Elektrobeat,pop/Day,281406,274169,282898,0,3,6,29,131,404,434
dubstep/Elektrobeat,pop/Don't,278258,269920,280119,0,2,9,29,112,389,434
dubstep/Elektrobeat,pop/For,272945,262382,274319,0,1,1,25,104,394,434
dubstep/Elektrobeat,pop/I,268635,260865,269591,0,0,10,24,131,398,434
dubstep/Elektrobeat,pop/i,287235,276892,288853,0,0,6,17,93,402,434
dubstep/Elektrobeat,pop/Let's,256316,252039,257864,0,5,13,36,122,393,434
dubstep/Elektrobeat,pop/Set,274332,265539,276744,0,0,4,34,127,400,434
dubstep/Elektrobeat,pop/The,261212,256426,261988,0,0,9,40,135,396,434
dubstep/Elektrobeat,pop/We'll,278233,264313,278711,0,1,18,50,146,401,434
dubstep/Extreme,pop/Day,268471,261568,270261,0,2,2,22,104,438,469
dubstep/Extreme,pop/Don't,268755,261172,271097,0,0,3,16,91,428,469
dubstep/Extreme,pop/For,264369,253924,266157,0,0,11,37,142,430,469
dubstep/Extreme,pop/I,254534,246872,255749,0,1,8,33,135,425,469
dubstep/Extreme,pop/i,284473,275242,286623,0,1,7,33,119,434,469
dubstep/Extreme,pop/Let's,238522,234201,240565,0,0,4,24,83,431,469
dubstep/Extreme,pop/Set,264352,256321,267425,0,1,6,24,120,424,469
dubstep/Extreme,pop/The,237512,233041,238610,0,0,6,41,140,433,469
dubstep/Extreme,pop/We'll,266912,253747,267674,0,1,9,39,142,438,469
dubstep/Feeling,pop/Day,257499,250286,258876,1,1,4,18,79,404,434
dubstep/Feeling,pop/Don't,258809,252033,260688,1,2,2,13,74,379,434
dubstep/Feeling,pop/For,259205,249861,260599,0,0,3,17,95,402,434
dubstep/Feeling,pop/I,234766,226079,235798,0,0,0,9,77,398,434
dubstep/Feeling,pop/i,282715,274380,284260,0,0,2,14,89,401,434
dubstep/Feeling,pop/Let's,214656,209045,216191,0,0,2,12,78,385,434
dubstep/Feeling,pop/Set,253171,244735,255646,0,3,6,14,84,386,434
dubstep/Feeling,pop/The,217242,210947,217983,0,0,4,20,99,401,434
dubstep/Feeling,pop/We'll,265220,252650,265583,0,0,4,17,97,388,434
dubstep/Get,pop/Day,285791,274048,287292,0,0,4,21,84,373,414
dubstep/Get,pop/Don't,280877,267742,282931,0,0,1,20,85,381,414
dubstep/Get,pop/For,275369,257941,276940,0,1,3,19,96,377,414
dubstep/Get,pop/I,265380,251804,266494,0,0,3,12,93,385,414
dubstep/Get,pop/i,289770,273410,291546,0,0,0,13,89,378,414
dubstep/Get,pop/Let's,257283,249767,259037,0,0,2,15,81,371,414
dubstep/Get,pop/Set,275093,259395,277666,0,3,6,20,97,384,414
dubstep/Get,pop/The,261923,253405,262823,0,0,7,26,98,382,414
dubstep/Get,pop/We'll,284936,262815,285541,0,3,7,27,119,385,414
dubstep/Speaker,pop/Day,258081,251599,260303,0,0,0,14,88,382,414
dubstep/Speaker,pop/Don't,260661,254296,263469,0,0,3,14,79,378,414
dubstep/Speaker,pop/For,263643,254882,265909,0,0,2,13,86,372,414
dubstep/Speaker,pop/I,245784,237608,247342,0,0,0,13,92,380,414
dubstep/Speaker,pop/i,283872,275409,286170,0,0,0,14,87,377,414
dubstep/Speaker,pop/Let's,230288,225695,232657,0,0,1,17,79,375,414
dubstep/Speaker,pop/Set,257851,250869,261357,0,1,2,20,100,380,414
dubstep/Speaker,pop/The,229534,223605,230840,0,0,8,22,104,383,414
dubstep/Speaker,pop/We'll,264793,251050,265500,0,2,4,25,105,380,414
dubstep/Sucker,pop/Day,267425,258998,269487,0,2,7,19,86,386,434
dubstep/Sucker,pop/Don't,269215,260069,271888,0,1,7,20,97,393,434
dubstep/Sucker,pop/For,277532,267878,279533,0,0,2,16,87,397,434
dubstep/Sucker,pop/I,267868,260444,269153,0,0,1,15,87,390,434
dubstep/Sucker,pop/i,290999,281413,293343,1,2,15,43,129,395,434
dubstep/Sucker,pop/Let's,256737,252964,259014,0,0,1,14,97,395,434
dubstep/Sucker,pop/Set,268446,259441,271887,0,0,0,7,70,385,434
dubstep/Sucker,pop/The,254813,249476,255816,0,0,1,25,95,396,434
dubstep/Sucker,pop/We'll,278672,263478,279367,0,0,2,16,117,394,434
dubstep/Wonder,pop/Day,273995,267596,277077,0,1,5,30,102,384,422
dubstep/Wonder,pop/Don't,270270,262674,273947,0,0,7,25,94,388,422
dubstep/Wonder,pop/For,273770,264760,276788,0,0,4,10,76,391,422
dubstep/Wonder,pop/I,268111,261892,269922,0,0,3,19,91,384,422
dubstep/Wonder,pop/i,287181,279203,290494,0,0,1,12,94,388,422
dubstep/Wonder,pop/Let's,257923,255656,261075,0,0,1,15,95,383,422
dubstep/Wonder,pop/Set,269732,263460,274252,0,1,6,28,110,387,422
dubstep/Wonder,pop/The,258032,254364,259375,0,1,4,23,110,389,422
dubstep/Wonder,pop/We'll,276737,262412,277403,0,0,5,22,120,387,422
dubstep/Day,rock/All,278760,273696,282795,0,0,3,22,93,391,431
dubstep/Day,rock/Anything,272820,266135,276162,0,0,6,28,120,396,431
dubstep/Day,rock/Chased,275352,273438,279832,0,0,1,14,101,393,431
dubstep/Day,rock/Deep,286384,279410,288904,1,3,7,25,118,389,431
dubstep/Day,rock/Lift,278480,269426,281464,0,1,4,22,110,390,431
dubstep/Day,rock/New,279533,268890,282263,0,1,5,26,113,387,431
dubstep/Day,rock/Perverting,279545,272359,283493,0,0,2,13,85,391,431
dubstep/Day,rock/Rude,276635,269810,279930,0,0,4,19,96,402,431
dubstep/Day,rock/Rude,259526,253932,263142,0,0,1,11,92,388,431
dubstep/Day,rock/Slash,290082,283130,293059,0,0,3,17,99,407,431
dubstep/Day,rock/The,275365,269791,279035,0,1,5,30,117,393,431
dubstep/Day,rock/The,291788,286320,294658,0,0,4,24,105,377,431
dubstep/Departure,rock/All,274868,271113,280309,0,0,2,10,75,407,454
dubstep/Departure,rock/Anything,274604,268152,278467,0,0,3,12,96,413,454
dubstep/Departure,rock/Chased,272249,270275,277939,0,0,2,18,97,409,454
dubstep/Departure,rock/Deep,287284,281038,290676,0,0,0,8,90,399,454
dubstep/Departure,rock/Lift,271395,264051,276247,0,1,1,14,104,407,454
dubstep/Departure,rock/New,278648,268309,282265,0,0,2,16,104,412,454
dubstep/Departure,rock/Perverting,278113,271984,283326,0,0,2,14,79,399,454
dubstep/Departure,rock/Rude,273722,266721,277924,0,0,1,13,85,405,454
dubstep/Departure,rock/Rude,266277,261891,270582,0,0,0,9,89,408,454
dubstep/Departure,rock/Slash,281858,275127,286148,0,0,2,9,69,404,454
dubstep/Departure,rock/The,276260,272078,281378,0,1,2,14,90,418,454
dubstep/Departure,rock/The,287579,282743,291421,0,0,1,5,69,411,454
dubstep/Elektrobeat,rock/All,274893,267458,277266,0,0,7,28,115,397,434
dubstep/Elektrobeat,rock/Anything,275566,267392,277598,2,3,17,37,130,403,434
dubstep/Elektrobeat,rock/Chased,279477,274329,281815,0,0,3,15,93,394,434
dubstep/Elektrobeat,rock/Deep,290048,282127,291862,0,1,9,28,114,388,434
dubstep/Elektrobeat,rock/Lift,273268,262615,275351,0,2,7,23,110,397,434
dubstep/Elektrobeat,rock/New,281967,270234,283842,0,0,7,32,130,407,434
dubstep/Elektrobeat,rock/Perverting,282820,273968,285213,0,0,3,18,94,394,434
dubstep/Elektrobeat,rock/Rude,275861,266742,277914,0,0,6,36,130,391,434
dubstep/Elektrobeat,rock/Rude,269646,263692,271682,1,1,2,14,96,395,434
dubstep/Elektrobeat,rock/Slash,283701,275367,285779,0,0,3,25,106,388,434
dubstep/Elektrobeat,rock/The,279718,272203,281895,0,1,6,27,135,398,434
dubstep/Elektrobeat,rock/The,291932,284290,293683,0,0,3,14,79,380,434
dubstep/Extreme,rock/All,268049,262130,271201,0,1,2,17,96,417,469
dubstep/Extreme,rock/Anything,265012,256434,267632,0,1,2,17,106,430,469
dubstep/Extreme,rock/Chased,271500,266606,274518,0,0,4,21,113,437,469
dubstep/Extreme,rock/Deep,285419,278226,287645,0,0,8,28,91,418,469
dubstep/Extreme,rock/Lift,264391,254745,267282,0,1,8,27,107,428,469
dubstep/Extreme,rock/New,274138,262993,276511,0,0,2,22,97,443,469
dubstep/Extreme,rock/Perverting,278066,269810,281192,0,1,4,21,108,427,469
dubstep/Extreme,rock/Rude,267054,257858,269696,0,0,4,23,119,432,469
dubstep/Extreme,rock/Rude,253645,247298,256284,0,0,2,17,97,424,469
dubstep/Extreme,rock/Slash,278901,271767,281343,0,0,2,9,69,421,469
dubstep/Extreme,rock/The,271317,264789,274368,0,0,6,32,116,426,469
dubstep/Extreme,rock/The,290726,285133,292884,0,0,2,18,85,421,469
dubstep/Feeling,rock/All,265205,260599,267795,0,0,1,10,73,393,434
dubstep/Feeling,rock/Anything,258613,251839,260710,0,1,6,21,95,397,434
dubstep/Feeling,rock/Chased,267261,264006,269736,0,0,3,16,88,389,434
dubstep/Feeling,rock/Deep,284222,278654,285758,0,0,2,13,71,388,434
dubstep/Feeling,rock/Lift,260626,252358,263096,0,1,5,19,82,396,434
dubstep/Feeling,rock/New,272763,262947,274547,0,0,0,12,92,406,434
dubstep/Feeling,rock/Perverting,273903,266830,276340,0,0,2,15,82,368,434
dubstep/Feeling,rock/Rude,264909,257919,266907,0,0,1,10,73,387,434
dubstep/Feeling,rock/Rude,239275,233538,241727,0,0,0,9,79,389,434
dubstep/Feeling,rock/Slash,279088,272923,281010,0,0,1,10,84,396,434
dubstep/Feeling,rock/The,265708,260099,268081,0,1,3,16,86,384,434
dubstep/Feeling,rock/The,289944,284481,291525,0,0,2,12,77,390,434
dubstep/Get,rock/All,283311,271272,285799,0,0,3,12,75,377,414
dubstep/Get,rock/Anything,281805,269014,283946,0,0,1,22,94,365,414
dubstep/Get,rock/Chased,277285,269289,279882,0,0,1,11,66,370,414
dubstep/Get,rock/Deep,290783,278551,292786,0,0,1,12,84,368,414
dubstep/Get,rock/Lift,273739,255770,275897,0,0,0,13,86,373,414
dubstep/Get,rock/New,285163,265545,287097,0,1,1,13,76,376,414
dubstep/Get,rock/Perverting,284864,269818,287442,0,0,0,10,66,380,414
dubstep/Get,rock/Rude,280970,265871,283115,0,1,4,21,101,384,414
dubstep/Get,rock/Rude,275306,264697,277426,0,0,3,10,76,366,414
dubstep/Get,rock/Slash,288434,275553,290573,0,0,1,12,69,381,414
dubstep/Get,rock/The,285349,273546,287628,0,0,2,16,107,373,414
dubstep/Get,rock/The,284846,273542,286905,0,0,0,6,63,370,414
dubstep/Speaker,rock/All,269488,265159,272917,0,0,0,12,84,356,414
dubstep/Speaker,rock/Anything,262845,256170,265829,0,0,1,16,89,372,414
